sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48
YOR315W	0.803278	1.065574	1.324023	1.271085	1.620184	1.758552	1.324023	1.134473	0.284452	-0.304241	-0.950018	-1.02083	-0.957401	-0.733734	-0.234453	0.171414	0.376598	0.68306	0.557797	0.224538	-0.200079	-0.147436	-0.034067	-0.637021	0.901446	0.996974	1.667005	1.667005	1.400749	1.714185	1.448563	1.092544	0.30385	-0.415589	-0.994651	-1.174979	-0.971339	-0.795125	-0.416513	0.002137	0.468495	0.600351	0.536103	0.159603	-0.390196	-0.193647	-0.038729	-0.931355
YPR119W	1.183097	1.34023	1.074287	0.864306	1.207415	1.234996	0.840407	0.348358	-0.172958	-0.751164	-1.498844	-1.317083	-1.003039	-0.939004	-0.447192	0.296841	0.446908	0.807528	0.439412	0.104069	-0.426372	0.289652	0.295089	-0.306241	0.907566	1.424928	1.400749	1.08305	1.250893	1.092544	0.990129	0.309537	-0.279854	-0.962604	-1.537934	-1.29921	-1.185302	-0.912563	-0.44893	0.108083	0.675348	0.722527	0.605267	0.110569	-0.505856	0.108359	0.313716	-0.444423
YLR194C	-0.766297	-0.962604	-0.277301	0.491233	0.914259	1.324023	1.14365	1.507983	1.507983	1.620184	1.620184	1.271085	0.807528	0.023538	-0.445729	-0.521928	0.02194	0.399386	0.848826	1.324023	2.01199	1.507983	0.783869	0.58589	-0.091863	-1.010338	-0.306801	0.440411	1.010631	1.37943	1.222245	1.593395	1.448563	1.620184	1.758552	1.532017	0.794724	-0.229939	-0.766297	-0.822042	-0.437718	0.314619	0.622689	1.448563	1.448563	1.507983	0.725257	0.694223
YGR189C	-0.219822	0.044719	-0.343264	-0.757753	-1.498844	-1.334105	-1.174979	-0.939004	-0.244659	0.113645	0.717441	1.160042	0.848826	0.179422	-0.47307	-1.385994	-1.689215	-1.385994	-0.962604	-0.822042	-0.307669	0.503016	0.526037	0.332724	0.202984	0.207996	-0.479568	-0.715003	-2.173676	-1.537934	-0.962604	-1.147233	-0.607231	0.092856	0.961076	1.08305	0.803278	0.135963	-0.694309	-1.111863	-1.498844	-1.585488	-1.050754	-0.76317	-0.080231	0.681012	0.462668	0.470414
YDL096C	0.930202	0.840407	1.799361	0.497747	0.137585	-0.408831	-0.142055	-0.133272	0.16134	0.615333	0.309537	0.794724	1.250893	0.508365	0.361346	0.036297	-0.002867	-0.424926	-0.021829	-0.23243	0.961076	1.758552	1.799361	1.860406	2.884677	0.74491	1.074287	0.606742	-0.060179	-0.708921	-0.349899	-0.635083	0.066902	0.352884	0.241807	0.74777	1.234996	0.901446	0.523433	0.154378	0.002763	0.047202	0.481695	-0.416513	2.884677	1.758552	1.758552	1.424928
YML027W	1.507983	1.474821	-0.97819	-1.537934	-1.412812	-1.111863	-0.994651	-0.944539	-0.730118	-0.399475	0.115992	0.375992	0.438876	-0.205349	-1.235094	-1.773947	-1.218039	-1.02083	-1.163185	-0.98535	-0.844434	-0.347189	-0.175242	-0.138897	0.681012	1.054135	-1.092723	-1.867705	-1.498844	-1.02083	-1.083785	-0.97819	-0.430182	-0.433197	0.075806	0.590315	0.439412	-0.183892	-1.357251	-1.689215	-1.585488	-1.385994	-1.412812	-1.317083	-0.466035	-0.121196	0.112065	-0.124321
YBR296C	-0.865021	-1.334105	-1.040627	-0.649765	-0.295925	0.236236	0.128333	0.754125	0.894186	0.74777	0.661313	0.4694	0.319206	0.159603	0.126816	0.230446	0.527078	1.799361	1.667005	1.860406	1.563192	0.936782	0.620889	0.794724	0.255255	-1.277801	-1.163185	-0.757753	-0.239103	0.263733	0.321479	0.442722	0.478458	0.465692	0.521373	0.483622	0.100369	-0.162995	-0.363486	-0.047843	0.569083	1.195862	1.799361	2.1122	1.474821	1.287663	0.730311	0.592061
YPL127C	1.620184	2.1122	1.250893	0.632955	-0.183075	-0.3511	-0.780045	-0.962604	-0.635083	-0.144439	0.047819	0.414945	0.874535	1.474821	1.022223	0.336117	-0.038959	-0.323375	-0.673354	-0.702969	-0.555094	-0.038573	0.445318	0.460893	1.34023	1.799361	1.160042	0.549099	-0.585625	-0.599378	-0.736412	-0.98535	-0.635083	-0.689599	-0.106342	0.589236	0.776856	1.400749	0.878609	0.968228	-0.406052	-0.453064	-1.10353	-0.439955	-0.219476	0.073949	0.496876	0.437519
YGL021W	-0.042861	0.347847	0.464296	0.560557	0.530698	0.389673	0.47762	-0.196292	-1.010338	-1.334105	-2.173676	-1.773947	-1.203153	-0.950018	-0.233032	0.138736	0.383851	0.305428	0.23868	-0.303722	-0.787838	-1.277801	-0.773787	-1.10353	0.24511	0.20475	0.438188	0.592061	0.577723	0.598389	0.497747	-0.216543	-0.971339	-1.537934	-1.978077	-1.689215	-1.462039	-0.925195	-0.282496	0.093809	0.438876	0.456343	0.227325	-0.319738	-1.163185	-1.412812	-0.854538	-1.136518
YHR005C	-1.010338	-0.822042	-0.27131	-0.053342	0.523433	1.448563	1.474821	1.532017	1.424928	1.14365	1.054135	0.609875	0.352884	0.009031	-0.333455	-0.077153	0.362248	0.920365	1.306367	2.01199	1.287663	0.730311	0.216508	0.011347	-0.912563	-0.702969	-0.245651	0.075367	0.321479	1.424928	1.714185	1.714185	1.714185	1.593395	1.271085	0.836142	0.23963	-0.19897	-0.188937	-0.037314	0.474766	0.925492	1.234996	2.335384	0.97404	0.526037	0.042963	-0.07672
YCL064C	1.667005	1.507983	1.234996	1.507983	1.08305	1.222245	1.022223	0.961076	0.794724	0.672439	0.276778	0.646453	0.629569	1.033227	1.101901	1.714185	1.620184	0.61343	-0.140981	-0.502151	-0.865021	-0.553792	-0.236461	-0.228734	0.494051	1.667005	1.758552	1.474821	1.234996	1.207415	1.14365	0.914259	0.690777	0.62451	0.56329	0.566832	0.697189	1.074287	1.474821	1.925833	1.758552	0.453589	-0.279475	-0.558934	-0.912563	-0.795125	-0.367584	-0.392746
YGL116W	0.168305	0.430899	0.516542	0.52454	0.936782	1.065574	1.448563	1.34023	1.022223	0.042963	-0.513579	-1.040627	-1.083785	-0.874193	-0.387194	-0.044859	0.719607	0.864306	1.448563	0.672439	0.319206	-0.287753	-0.273845	-0.628649	0.095141	0.396379	0.531924	0.615333	0.961076	0.968228	1.033227	2.496404	0.392485	0.011567	-0.635083	-0.98535	-1.02083	-0.810169	-0.365877	0.088998	0.47572	0.515445	0.944637	0.982558	0.405826	-0.342797	-0.421252	-0.813838
YHR152W	-0.605706	-0.492447	0.088573	0.10595	0.531924	0.768677	1.054135	1.14365	0.667453	0.158792	-0.813838	-1.334105	-1.334105	-1.010338	-0.691667	-0.323375	0.192937	0.798244	1.271085	1.00471	0.635287	-0.186369	-0.66681	-0.826808	-0.471285	-0.384387	-0.050772	0.066267	0.286975	1.00471	1.195862	1.043569	0.790849	0.042535	-0.687626	-1.125666	-1.257555	-1.125666	-0.76317	-0.443774	0.046189	0.45038	1.074287	1.287663	0.517917	-0.340142	-0.62501	-0.733734
YIL158W	1.271085	1.207415	0.996974	0.803278	0.944637	0.710135	0.627767	0.212052	-0.493432	-0.906266	-1.185302	-1.462039	-0.962604	-0.461691	-0.175665	0.308385	0.722527	0.678016	0.434615	0.22595	0.128844	-0.805946	-0.541665	-0.589088	0.334089	1.474821	1.14365	1.271085	0.566832	0.844295	0.667453	0.271521	-0.522913	-0.813838	-1.357251	-1.257555	-0.720796	-0.551447	-0.00059	0.088156	0.506295	0.492372	0.560557	0.159976	-0.234103	-0.662616	-0.649765	-0.641583
YKL096W	0.45038	0.154896	-0.046995	0.485329	0.456343	0.216776	-0.064222	0.190105	0.149998	0.644358	0.707672	0.848826	1.400749	1.714185	1.532017	-0.114309	-0.422747	-0.751164	-1.10353	-0.885161	-0.744593	-0.712223	-0.341791	-0.074027	0.565127	0.237412	-0.085931	0.272361	0.622689	0.305819	0.1176	-0.248233	-0.059309	0.446001	0.606742	0.97404	1.424928	1.925833	1.271085	-0.005409	-0.653914	-0.944539	-1.257555	-1.385994	-0.580738	-0.822042	-0.244996	-0.211398
YAR018C	0.284095	0.516542	0.310665	0.284452	0.412267	0.672439	0.694223	0.914259	0.675348	0.19108	-0.657929	-1.498844	-1.773947	-1.689215	-1.10353	-0.805946	-0.092574	-0.031835	0.589236	0.30743	0.386801	-0.209857	-0.317941	-0.893716	0.385173	0.248263	0.283706	0.332724	0.474766	0.725257	0.982558	0.661313	0.389085	0.056347	-0.770261	-1.385994	-1.867705	-1.334105	-1.050754	-0.641583	-0.367584	0.022955	0.600351	0.537155	0.458121	-0.23243	-0.295436	-1.060476
YBR202W	0.529637	0.206182	-0.615928	-0.399475	0.160228	1.043569	1.355584	1.474821	1.306367	0.605267	0.16885	-0.397816	-0.918208	-0.813838	-0.97819	-0.368524	-0.114045	0.573348	1.010631	0.541166	0.944637	0.536103	0.051987	-0.597662	0.280143	0.252982	-0.580738	-0.48461	0.244779	1.113627	1.532017	1.563192	1.563192	1.183097	0.322901	-0.326806	-0.925195	-1.02083	-0.835699	-0.691667	-0.091641	0.479787	0.878609	1.250893	0.664981	0.497747	0.034058	-0.277301
YMR199W	0.414262	0.894186	-0.187428	-0.994651	-1.060476	-0.944539	-1.02083	-0.835699	-0.673354	-0.460909	-0.211398	1.355584	0.659109	0.425907	-0.75406	-1.125666	-1.585488	-1.773947	-0.931355	-1.060476	-1.29921	0.065464	0.268215	-0.030252	0.511834	1.222245	-0.088342	-0.994651	-1.10353	-0.939004	-0.835699	-0.630653	-0.567715	-0.500914	-0.054148	0.500623	0.410915	0.276069	-0.736412	-1.257555	-1.462039	-1.498844	-1.163185	-1.163185	-0.906266	0.039318	0.089817	-0.035283
YJL078C	0.836142	1.010631	1.400749	1.306367	1.563192	1.593395	1.507983	1.799361	1.799361	1.667005	1.667005	1.758552	1.714185	0.944637	0.273892	-0.358686	-0.59083	-0.172277	-0.151766	0.18627	0.340258	0.825028	1.34023	1.324023	1.234996	0.920365	1.448563	1.532017	1.620184	1.34023	1.620184	1.448563	1.667005	1.758552	1.507983	1.620184	1.714185	1.043569	0.088368	-0.376236	-0.56953	-0.245942	-0.172958	-0.212884	1.171638	1.160042	1.207415	1.620184
YKL113C	1.400749	1.271085	-0.029914	-0.691667	-0.8179	-0.766297	-0.299013	-0.079499	0.28819	0.664981	1.37943	1.400749	1.355584	0.889622	-0.067484	-0.551447	-0.342275	-0.626833	-0.143902	0.097844	0.297256	0.401122	0.382116	0.341167	0.874535	1.34023	-0.145108	-0.671126	-1.125666	-0.918208	-0.574292	0.041224	0.582481	1.054135	1.207415	1.563192	0.968228	0.783869	-0.195777	-0.751164	-0.810169	-0.479568	-0.362322	0.114396	0.270668	0.554519	0.545334	0.794724
YMR076C	0.920365	1.074287	-0.052992	-0.889293	-1.163185	-1.203153	-1.334105	-0.56953	-0.239339	0.282558	0.699104	0.907566	1.183097	0.717441	0.178647	-0.540459	-1.174979	-1.075393	-0.202068	-0.088342	0.031572	0.492372	0.501811	0.470414	0.840407	0.936782	-0.206268	-0.950018	-1.462039	-1.203153	-1.185302	-0.228734	0.160728	0.083531	0.631168	0.531924	1.08305	0.944637	0.149998	-0.53575	-0.371067	-0.53575	-0.096965	0.182876	-0.010143	0.498584	0.476617	0.646453
YNL192W	-1.136518	-0.994651	-0.359193	0.277881	0.351312	0.722527	0.878609	0.925492	0.773064	1.065574	1.448563	1.022223	0.631168	-0.293815	-0.563666	-0.536667	-0.254624	0.196919	0.582481	0.944637	0.864306	1.250893	0.765515	0.230824	-0.736412	-0.813838	-0.297383	-0.091228	0.119235	0.685504	0.765515	1.113627	1.306367	1.424928	1.532017	1.271085	0.464296	-0.445729	-0.854538	-0.900773	-0.357741	0.087725	0.448934	1.160042	0.681012	1.207415	0.619177	0.33791
YLR049C	0.925492	1.00471	0.119025	-0.372705	-0.615928	-0.386593	-0.078056	0.441924	0.776856	0.694223	1.092544	1.306367	0.296396	-0.802481	-1.537934	-1.257555	-0.939004	-0.787838	-0.437718	0.157184	0.493263	0.357563	0.054907	-0.184151	0.644358	1.101901	0.134767	-0.483534	-0.575788	-0.357134	0.080105	0.520198	0.854054	0.577723	1.222245	1.14365	0.167272	-0.86981	-1.277801	-1.29921	-0.840058	-0.602366	-0.201772	0.198586	0.241468	0.39021	0.141315	-0.347809
YDR222W	0.485329	0.74491	0.326782	-0.161001	-0.776748	-1.083785	-1.412812	-1.174979	-0.702969	-0.284601	0.054509	0.335566	0.573348	0.811843	0.393925	-0.146285	-0.682763	-0.893716	-1.010338	-2.173676	-0.97819	-0.528463	-0.103825	0.093809	0.291881	0.584267	0.600351	-0.29177	-0.854538	-1.498844	-2.173676	-1.060476	-0.223306	-0.373847	-0.254624	0.228618	0.347847	0.790849	0.489276	-0.070866	-0.59083	-0.589088	-1.083785	-0.854538	-0.776748	-0.255987	-0.010926	0.013186
YNL270C	-0.059309	0.422065	0.609875	-0.074835	0.113432	-0.139314	-0.261169	0.339303	0.177125	-1.867705	0.170046	0.452014	0.603725	0.00196	0.367613	0.241468	-2.534401	-0.01132	0.033312	-0.070395	0.768677	0.411652	0.07199	0.577723	0.327214	-0.23611	0.317837	-0.043531	-0.151949	-0.428627	-0.316328	0.112598	0.550268	0.315574	-0.380669	-0.177821	0.098257	-0.031624	-0.085931	0.458121	1.324023	2.884677	0.090732	0.060743	0.33791	1.113627	0.220617	0.544122
YPL242C	0.520198	0.554519	0.48617	0.594983	0.681012	0.869307	0.657173	0.364209	-0.118571	-0.456696	-1.277801	-1.585488	-1.317083	-0.918208	-0.893716	-0.251153	0.189213	0.528259	0.444521	0.201847	-0.101424	-0.33821	-0.323375	-0.76038	0.392485	0.468495	0.62451	0.854054	0.894186	0.954612	0.632955	0.2711	-0.317385	-0.660447	-1.462039	-1.334105	-1.277801	-1.060476	-0.698627	-0.192523	0.247691	0.268516	0.556165	0.188402	-0.082226	-0.466035	-0.410543	-0.736412
YJR010W	-0.893716	-1.185302	-1.218039	-1.29921	-1.277801	-1.385994	-1.29921	-1.978077	-2.173676	-1.773947	-1.585488	-0.912563	-0.53575	-0.417046	-0.493432	-0.602366	0.147932	0.123417	0.086493	0.03215	-0.293815	-1.185302	-0.724019	-1.092723	-0.298266	-1.050754	-1.385994	-1.689215	-1.203153	-1.092723	-1.585488	-2.534401	-2.173676	-2.534401	-1.867705	-1.050754	-0.600805	-0.575788	-0.626833	-0.335242	-0.104484	0.170488	0.152973	0.066696	-0.487444	-1.010338	-1.060476	-1.334105
YKL209C	-0.702969	-0.479568	-0.00469	0.292599	0.811843	1.400749	1.271085	1.620184	1.620184	1.222245	1.195862	0.603725	0.27912	-0.038231	-0.026563	0.145284	0.405124	1.092544	1.474821	1.758552	1.171638	0.516542	0.254965	0.075806	-0.396077	-0.435233	-0.053342	0.103468	0.884428	1.474821	1.860406	1.667005	1.799361	1.250893	1.010631	0.423557	0.192706	-0.108834	-0.133971	0.075806	0.611712	1.033227	1.474821	1.758552	0.794724	0.754125	0.495951	-0.122009
YNR044W	-2.173676	-2.173676	-2.534401	-1.462039	-1.185302	-1.069046	-1.136518	-0.900773	-0.615928	-0.608906	-0.736412	-0.68024	-0.844434	-0.623028	-0.323721	-0.460909	-0.401962	-0.030785	0.164949	0.418316	0.031206	-0.192266	0.051804	-0.329875	-2.173676	-2.173676	-1.978077	-1.773947	-0.76038	-0.791436	-0.994651	-0.900773	-0.673354	-0.810169	-0.589088	-0.889293	-0.798791	-0.662616	-0.455571	-0.291401	-0.346717	-0.085329	-0.07672	0.1321	0.032299	-0.040077	-0.091641	-0.259972
YBR054W	0.055731	0.110307	0.224538	-0.261878	0.016136	0.128608	0.264415	-0.074835	0.158116	0.107644	0.066105	-0.090142	-1.069046	-1.537934	-0.98535	-0.925195	-0.034515	-0.038389	0.141315	0.539816	1.101901	0.119025	-0.344136	-0.550115	0.844295	0.780251	0.265158	-0.328488	-0.252979	-0.336263	0.783869	-0.056199	0.907566	-0.233032	-0.273845	-0.912563	-1.235094	-1.277801	-1.083785	-2.534401	-0.557682	0.144584	0.803278	0.750628	0.448934	0.199483	0.232902	-0.447882
YBR083W	-1.040627	-0.426372	-0.014181	0.641758	0.7127	0.690777	0.557797	0.725257	0.648576	0.725257	0.631168	0.377864	-0.23518	-0.971339	-1.334105	-1.060476	-1.092723	-0.715003	0.003928	0.188678	0.06216	-0.082821	-0.323721	-1.031279	-0.510014	-0.600805	0.224825	0.517917	0.730311	0.74777	0.648576	0.444521	0.815615	0.844295	0.652609	0.408444	-0.354966	-0.962604	-1.235094	-1.174979	-0.791436	-0.741783	0.019515	0.192706	0.418912	0.105037	-0.384387	-1.357251
YDR097C	0.990129	0.798244	-0.158824	-0.865021	-1.29921	-0.994651	-0.795125	-0.388448	0.101512	0.346886	0.869307	0.982558	1.010631	0.780251	-0.254962	-0.712223	-0.849945	-0.59083	-0.261169	-0.045065	0.000418	0.359254	0.16188	0.176266	0.474766	0.754125	-0.205611	-0.835699	-1.257555	-1.031279	-0.810169	-0.268381	0.410915	0.606742	0.840407	1.34023	1.092544	0.577723	-0.28024	-0.865021	-0.939004	-0.599378	-0.492447	-0.028244	0.188678	0.200235	0.337293	0.527078
YKL061W	1.010631	0.448934	1.033227	3.605198	1.37943	0.901446	1.306367	0.558811	1.324023	2.217099	0.58589	1.448563	0.859927	0.391902	0.026447	0.141793	2.217099	1.667005	1.620184	1.010631	1.714185	0.377274	0.961076	0.558811	0.675348	1.113627	1.207415	1.250893	1.37943	1.195862	0.120994	1.532017	1.134473	1.714185	1.092544	1.400749	1.667005	1.667005	1.667005	2.657205	2.496404	2.1122	1.563192	1.860406	0.551558	0.730311	0.57067	0.844295
YJL158C	1.448563	1.250893	1.043569	1.074287	0.099422	-0.233357	-0.005757	-0.436818	-0.318756	-0.408831	-1.111863	-0.662616	-0.478614	-0.203125	-0.09816	-0.114987	-0.403932	-0.533346	-0.617488	-0.712223	-1.385994	-0.62501	-0.244031	-0.571078	1.400749	1.287663	1.113627	0.761667	0.364209	-0.071755	-0.556612	-0.510014	-0.660447	-0.75406	-0.874193	-0.66681	-0.411398	-0.5394	-0.334855	-0.116959	-0.461691	-0.617488	-0.736412	-1.235094	-0.572669	-0.272399	-0.389122	-0.563666
YKR042W	-0.496517	-0.854538	0.248263	-0.279475	0.411652	0.807528	1.195862	1.010631	0.97404	0.606742	-0.089046	-0.359193	-0.23243	-0.675966	-0.443774	0.284095	0.996974	1.113627	0.825028	0.982558	1.799361	0.619177	0.864306	0.468495	1.593395	-0.773787	-0.417747	-0.235549	-0.014181	0.501811	0.894186	0.844295	0.783869	0.594983	-0.012541	-0.630653	0.039318	-0.411398	0.244779	0.191353	0.488333	1.925833	1.306367	0.803278	1.593395	0.620889	0.907566	0.263733
YMR003W	0.794724	1.113627	0.936782	0.290304	0.328715	-0.01352	-0.159882	-0.860636	-1.060476	-0.849945	-0.874193	-0.456696	0.182437	0.697189	0.820298	1.34023	0.675348	-0.318233	-0.849945	-0.367026	-0.76038	-0.630653	-0.235549	-0.066232	0.414262	1.010631	1.222245	1.160042	0.314619	0.011721	-0.628649	-0.733734	-1.010338	-0.798791	-0.599378	-0.079062	0.261416	0.554519	0.719607	0.409313	0.152738	-0.481418	-0.378258	-0.944539	-0.720796	-0.950018	-0.156346	-0.062943
YOL160W	0.189213	2.657205	0.413049	0.062749	0.406701	-0.166513	-0.254962	-1.031279	0.198586	-0.120808	-0.433891	0.323784	0.432289	-0.164025	-0.429327	-0.224816	-0.273126	0.299022	-0.486321	-0.033382	0.496876	0.013003	-0.156346	-0.436818	0.036087	-0.187428	0.398823	0.049508	0.071582	0.030069	-0.202068	0.527078	-0.261169	-0.366361	0.158116	0.56329	0.182642	-0.187916	-1.462039	0.433682	2.217099	-0.284601	2.01199	-0.027024	-0.111536	-0.394739	-0.013875	-0.050069
YHL031C	0.756928	-0.015256	-0.205943	0.251032	0.26018	0.044509	0.346485	-0.012541	-0.266233	-0.259271	0.047202	-0.865021	0.598389	-2.173676	0.884428	1.532017	-0.047843	-0.006884	0.164192	0.048946	0.275335	0.226728	-0.64798	-0.558934	-0.741783	0.425093	-0.944539	0.968228	-1.147233	0.508365	-0.172958	-0.079692	-0.720796	0.581071	-0.083849	0.825028	-0.22656	0.246365	0.227325	0.156925	-1.689215	-1.02083	0.754125	-0.583913	0.191587	-1.040627	-0.007802	-0.228467
YBR040W	-2.534401	-2.534401	-1.978077	-1.978077	-1.136518	-2.173676	-1.185302	-2.534401	-1.773947	-1.385994	-1.867705	-1.867705	-1.689215	-1.136518	-1.174979	-0.994651	-1.498844	-0.86981	-0.684997	-0.805946	-0.912563	-0.345156	-0.293815	-0.469188	-1.867705	-2.534401	-2.173676	-1.978077	-1.537934	-0.971339	-1.978077	-1.773947	-2.534401	-1.585488	-1.203153	-1.163185	-2.173676	-1.689215	-1.10353	-0.736412	-0.736412	-0.810169	-0.8179	-0.438492	-0.376999	-0.441299	-0.289956	-0.595581
YPR012W	0.430899	0.327717	0.372435	0.307027	0.520198	0.874535	-0.13696	0.657173	0.442722	-1.257555	-1.174979	-1.125666	0.153418	-0.031242	1.620184	1.222245	0.000233	0.1321	0.687948	0.534836	0.076695	0.670375	-0.660447	1.306367	-1.218039	0.309537	0.437519	1.074287	0.490124	0.458121	0.47762	0.020354	0.135715	0.646453	0.378938	0.195431	-0.177065	0.387812	2.496404	0.551558	-0.112286	0.388385	-0.087583	1.222245	0.069646	-0.029002	0.408444	0.224226
YMR179W	0.697189	0.765515	-0.626833	-0.962604	-1.218039	-0.575788	-0.201523	0.051183	0.798244	0.815615	1.113627	1.207415	0.844295	0.159799	-0.454998	-0.944539	-0.450486	-0.177821	-0.073197	0.454545	0.457226	0.433682	0.325003	0.438876	0.523433	0.840407	-0.632918	-1.092723	-0.994651	-0.626833	-0.146997	0.288561	0.811843	1.033227	1.234996	1.171638	0.788074	0.263733	-0.592391	-0.810169	-0.47762	-0.258924	0	0.318753	0.206993	0.500623	0.367004	0.560557
YDL037C	2.217099	0.907566	4.04079	2.657205	2.884677	2.657205	2.884677	2.657205	2.884677	2.884677	2.884677	2.884677	3.605198	2.884677	3.605198	3.605198	4.04079	3.605198	3.605198	3.605198	3.605198	3.605198	4.04079	3.605198	3.605198	1.043569	2.496404	3.605198	2.657205	2.496404	2.884677	2.335384	2.884677	2.884677	2.496404	2.657205	2.884677	3.605198	3.605198	3.605198	3.605198	3.605198	3.605198	3.605198	3.605198	3.605198	4.04079	3.605198
YPL141C	0.171652	0.138245	0.370027	0.467519	0.780251	0.675348	0.411652	-0.02486	-0.612522	-0.744593	-1.689215	-1.357251	-1.125666	-0.835699	0.028087	0.086729	0.126988	0.341167	0.476617	-0.212884	-0.71805	-0.259271	0.032535	-0.521928	-0.069572	0.232043	0.582481	0.546493	0.825028	0.780251	0.573348	0.077306	-0.261486	-1.040627	-1.689215	-1.498844	-1.147233	-0.865021	-0.092574	0.15247	0.606742	0.370508	0.235292	-0.065544	-0.76038	-0.183348	-0.098568	-0.682763
YMR011W	-0.171339	-0.339745	-0.496517	-0.557682	-0.48918	-0.308759	-0.085721	0.313366	0.527078	0.237996	0.223601	-0.575788	-0.787838	-1.334105	-1.277801	-1.163185	-0.810169	-0.254624	0.28519	0.590315	1.234996	0.836142	0.221257	-0.091641	0.53337	-0.43101	-0.516872	-0.490485	-0.511184	-0.547108	-0.184151	0.164472	0.416878	0.358117	0.0833	-0.483534	-0.810169	-1.537934	-1.498844	-1.412812	-1.060476	-0.446456	0.056507	0.783869	1.010631	0.663247	0.326782	-0.096544
YMR215W	1.00471	0.968228	0.803278	0.807528	0.399386	0.185701	-0.151108	-0.43101	-0.384387	-0.580738	-0.511184	-0.176852	0.209383	0.914259	1.34023	1.474821	0.844295	0.127164	-0.466996	-0.770261	-0.849945	-0.38283	-0.073891	0.090246	0.807528	0.982558	0.961076	0.730311	0.579343	0.125382	-0.245942	-0.516872	-0.558934	-0.757753	-0.522913	-0.261878	0.257508	0.925492	1.171638	1.234996	0.458121	-0.073672	-0.490485	-0.614163	-0.962604	-0.487444	-0.099195	-0.00059
YOR314W	1.092544	0.378938	0.572164	1.563192	0.620889	-0.133272	1.287663	-0.169772	-0.874193	1.171638	-0.641583	-0.358192	-0.592391	-0.353565	-0.522913	0.106733	1.00471	-0.286245	0.21826	-0.25028	0.494051	-0.074027	-0.556612	-0.962604	0.878609	-0.21787	-0.027904	0.168305	2.335384	0.836142	0.00932	-0.128946	-0.080432	-0.287753	-1.02083	-0.221992	-0.780045	-0.003801	0.334089	0.224226	0.500623	-0.073443	0.039626	0.003928	-0.058298	-0.248846	0.639539	-0.176129
YMR058W	0.650456	0.854054	0.990129	1.234996	0.492372	0.468495	0.304629	0.093615	-0.285517	-0.42787	-1.092723	-1.235094	-0.939004	-1.060476	-0.632918	0.088156	-0.210496	0.330926	0.447583	0.102316	0.361756	0.053747	0.019681	-0.023587	0.434615	0.844295	1.171638	1.010631	0.869307	0.436636	0.18603	-0.148436	-0.637021	-1.02083	-1.136518	-1.277801	-0.962604	-0.835699	-0.540459	-0.229939	0.146236	0.356049	0.384542	0.198897	0.328715	0.056704	0.036087	0.047423
YMR169C	-0.460909	-0.592391	0.844295	-0.504607	-0.468039	-0.971339	-0.787838	-0.579133	-0.712223	-0.403133	-0.59083	-0.430182	0.481695	-0.608906	-0.468039	-0.577489	-0.757753	-0.795125	-0.134105	-0.342275	0.251725	1.355584	0.996974	1.074287	0.395355	-0.540459	0.050157	-0.294713	-0.343671	-1.136518	-0.673354	-0.73944	-0.53248	-0.538009	-1.003039	-0.126655	0.635287	-0.256291	0.086729	-0.085931	-0.197378	-0.121196	0.811843	-0.423545	0.869307	1.324023	0.878609	1.134473
YGL184C	-0.874193	-1.174979	-1.537934	-1.334105	-0.62501	-0.500914	-0.925195	-2.173676	-1.978077	-0.678152	-0.860636	-0.630653	-0.372705	-0.439955	-0.444423	0.024684	0.060309	0.205928	-0.346209	-0.317941	-1.10353	-1.537934	-1.060476	-1.412812	-0.435876	-1.174979	-1.29921	-0.931355	-0.361816	-0.529396	-2.534401	-1.412812	-1.978077	-1.357251	-0.798791	-0.278386	-0.277049	-0.473857	-0.325017	-0.142055	0.168062	0.075179	-0.406761	-0.180269	-1.257555	-2.173676	-1.689215	-1.003039
